"Account","Date","Merchant","Description","Amount","Type","Category","Sub-category","Property","Unit","Notes"
"Manually Added- ECO Systems, LLC-ECO Systems Operations-2624","September 23, 2025","VENMO *Evan Chen, Visa Direct, NY, US  |  **4225 #3","VENMO *Evan Chen, Visa Direct, NY, US  |  **4225","-353.75","Operating Expenses","Cleaning & Maintenance","Common Area","88 Madison Ave","","84-90 7/10-9/9 CAM and Pest"
"Manually Added- ECO Systems, LLC-ECO Systems Operations-2624","September 23, 2025","VENMO *Evan Chen, Visa Direct, NY, US  |  **4225 #2","VENMO *Evan Chen, Visa Direct, NY, US  |  **4225","-353.75","Operating Expenses","Cleaning & Maintenance","Common Area","86 Madison Ave","","84-90 7/10-9/9 CAM and Pest"
"Manually Added- ECO Systems, LLC-ECO Systems Operations-2624","September 23, 2025","VENMO *Evan Chen, Visa Direct, NY, US  |  **4225 #1","VENMO *Evan Chen, Visa Direct, NY, US  |  **4225","-353.75","Operating Expenses","Cleaning & Maintenance","Common Area","84 Madison Ave","","84-90 7/10-9/9 CAM and Pest"
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","September 23, 2025","LOWE'S #1177","Purchase from LOWE'S #1177  |  Address: LATHAM, NY, US  |  **1599","-327.18","Operating Expenses","Repairs","Repairs Supplies","724 3rd Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","September 23, 2025","CASH APP*EVAN CHEN","CASH APP*EVAN CHEN, Oakland, CA, US  |  **4225","-30","Operating Expenses","Repairs","Repairs Labor","724 3rd Ave","","Lockbox Installation 724.0"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","September 23, 2025","CASH APP*EVAN CHEN","CASH APP*EVAN CHEN, Oakland, CA, US  |  **0745","-2145","Operating Expenses","Repairs","Repairs Labor","88 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","September 23, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  HQKVDWU54T","128.82","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","September 23, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  SE3UHRJHC4","512.3","Revenue","Rents","Short Term Rents","86 Madison Ave","",""
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","September 23, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  SE3UHRJHC4","615.43","Revenue","Rents","Short Term Rents","90 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","September 23, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  SE3UHRJHC4","442.79","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC-Lofty Holding 7542 & 7656 S Colfax Ave Operations-9094","September 23, 2025","STRIPE","STRIPE  |  LB3JZV REN","400","Revenue","Rents","Long Term Rents","7542 S Colfax Ave","",""
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","September 23, 2025","AIRBNB 4977","AIRBNB 4977  |  AIRBNB","1364.07","Revenue","Rents","Short Term Rents","22164 Umland Circle","",""
"Poodle LFTY0452 DAO LLC - 85-104 Alawa-85-104 Alawa Pl Operations-1176","September 23, 2025","HAWN ELECTRIC","HAWN ELECTRIC  |  WEB PAYMT |  000000010595986","0","Operating Expenses","Utilities","Electric","85-104 Alawa Pl","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","September 23, 2025","ARCADIA","Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **6813","-293.67","Operating Expenses","Utilities","Gas & Electric","84 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","September 22, 2025","Whalec Property Management LLC  |  TRANSFER_O","Whalec Property Management LLC  |  TRANSFER_O","-110.49","Operating Expenses","Taxes","Property Taxes","12028 Wade Park Ave","","Reimbursement of Convenience Fees for Taxes"
"ECO Systems, LLC-ECO Systems Operations-2624","September 22, 2025","Whalec Property Management LLC  |  TRANSFER_O","Whalec Property Management LLC  |  TRANSFER_O","-4914.5","Operating Expenses","Taxes","Property Taxes","12028 Wade Park Ave","","Reimbursement for Tax Payment"
"ECO Systems, LLC-Hemlane Operations-4420","September 22, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-114.98","Operating Expenses","Management Fees","Property Management","918 Frederick Blvd","","September PM Fee 10 percent"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","September 22, 2025","AMAZON MKTPL*CT2KQ5K73","Purchase from AMAZON MKTPL*CT2KQ5K73  |  Address: Amzn.com/bill, WA, US  |  **2577","-21.6","Operating Expenses","Cleaning & Maintenance","Pest","88 Madison Ave","","Mouse Bait Stations 12-pack"
"ECO Systems, LLC-ECO Systems Operations-2624","September 22, 2025","SP+AFF * YALE HOME","Purchase from SP+AFF * YALE HOME  |  Address: 855-423-3729, CA, US  |  **4225","-55.64","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","402 N Wild Olive Ave","","2x Yale Assure Lock 2"
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","September 22, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  MWPAU5KHKD","483.29","Revenue","Rents","Short Term Rents","84 Madison Ave","",""
"Lofty Holding 1518 Dille Road DAO LLC - Ohio 3-Prop-1518 Dille Rd Operations-9343","September 22, 2025","STRIPE","STRIPE  |  98NNTX REN","795","Revenue","Rents","Long Term Rents","1518 Dille Rd","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","September 22, 2025","AMAZON MKTPL*603VI9N63","Purchase from AMAZON MKTPL*603VI9N63  |  Address: Amzn.com/bill, WA, US  |  **2577","-67.7","Operating Expenses","Supplies","General Operating Expenses","88 Madison Ave","","Wall Lamp Scones x2"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","September 22, 2025","AMAZON MKTPL*C32QL09T3","Purchase from AMAZON MKTPL*C32QL09T3  |  Address: Amzn.com/bill, WA, US  |  **2577","-76.06","Operating Expenses","Supplies","General Operating Expenses","88 Madison Ave","","Sign Holders 6-pack and Wall Scones x2"
"ECO Systems, LLC-Hemlane Operations-4420","September 21, 2025","Lofty Holding 1278 E 187th Street DAO LLC  |  INTERNAL_TRANSFER","Lofty Holding 1278 E 187th Street DAO LLC  |  INTERNAL_TRANSFER","-975","Transfers & Other","Transfers Between Accounts","General Transfers & Other","1278 E 187th St","","Rent and Late Fee Transfer to DAO bank account"
"Lofty Holding 1278 E 187th Street DAO LLC-1278 E 187th St Operations-9154","September 21, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","975","Transfers & Other","Transfers Between Accounts","General Transfers & Other","1278 E 187th St","","Rent and Late Fee Transfer to DAO bank account"
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","September 21, 2025","Beagle LFTY0454 DAO LLC  |  INTERNAL_TRANSFER","Beagle LFTY0454 DAO LLC  |  INTERNAL_TRANSFER","-1999.58","Transfers & Other","Transfers Between Accounts","General Transfers & Other","22164 Umland Circle","",""
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Reserves-3275","September 21, 2025","Beagle LFTY0454 DAO LLC  |  INTERNAL_TRANSFER","Beagle LFTY0454 DAO LLC  |  INTERNAL_TRANSFER","1999.58","Transfers & Other","Transfers Between Accounts","General Transfers & Other","22164 Umland Circle","",""
"ECO Systems, LLC-ECO Systems Operations-2624","September 21, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","21.5","Transfers & Other","Transfers Between Accounts","General Transfers & Other","16713 Lotus Drive","","Consolidation"
"ECO Systems, LLC-16713 Lotus Dr Operations-8792","September 21, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-21.5","Transfers & Other","Transfers Between Accounts","General Transfers & Other","16713 Lotus Drive","","Consolidation"
"ECO Systems, LLC-ECO Systems Operations-2624","September 21, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","11.77","Transfers & Other","Transfers Between Accounts","General Transfers & Other","4318 Clybourne Ave","","Consolidation"
"ECO Systems, LLC-4318 Clybourne Ave Operations-6427","September 21, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-11.77","Transfers & Other","Transfers Between Accounts","General Transfers & Other","4318 Clybourne Ave","","Consolidation"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","September 21, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-1000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Transfer to Chase for Zelle to Elevated Home Remodeling for ADU siding 8380"
"ECO Systems, LLC-ECO Systems Operations-2624","September 21, 2025","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","1000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","ADU Siding Deposit 4000 via Zelle to Elevated Home Remodeling through Chase x0000"
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","September 21, 2025","Walmart.com","Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **3700","-79.89","Operating Expenses","Supplies","General Operating Expenses","86 Madison Ave","",""
"Lofty Holding 254 Bowmanville Street DAO LLC-254 Bowmanville Operations-4369","September 21, 2025","Lofty Holding 254 Bowmanville Street DAO LLC  |  TRANSFER_O","Lofty Holding 254 Bowmanville Street DAO LLC  |  TRANSFER_O","-412","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","254 Bowmanville St","","August 2025 NOI from EARLDAO Loan Interest Payment"
"ECO Systems, LLC-ECO Systems Operations-2624","September 21, 2025","CORPORATE FILINGS LLC","Purchase from CORPORATE FILINGS LLC  |  Address: 888-4072122, WY, US  |  **4225","-50","Operating Expenses","Legal & Other Professional Fees","Legal Fees","7656 S Colfax Ave","",""
"Lofty Holding 1432 Sara Avenue DAO LLC-1432 Sara Ave Operations-7012","September 21, 2025","EPCON LANE","Purchase from EPCON LANE  |  Address: 330-724-2473, OH, US  |  **9486","-52.31","Operating Expenses","Cleaning & Maintenance","Pest","1432 Sara Ave.","",""
"ECO Systems, LLC-ECO Systems Operations-2624","September 21, 2025","PAYLESS POWER","Purchase from PAYLESS POWER  |  Address: 888-4492735, TX, US  |  **4225","-40","Operating Expenses","Utilities","Electric","5401 Odom Ave","",""
"Poodle LFTY0452 DAO LLC - 85-104 Alawa-85-104 Alawa Pl Operations-1176","September 21, 2025","DCCA ELECTRONIC PYMT","Purchase from DCCA ELECTRONIC PYMT  |  Address: PORTAL.EHAWAI, HI, US  |  **2123","-51","Operating Expenses","Legal & Other Professional Fees","Accounting & Tax Fees","85-104 Alawa Pl","","DAO LLC Registration in Hawaii"
"Manually Added- Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","September 20, 2025","Spectrum","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958","-26.93","Operating Expenses","Utilities","Phone, Cable & Internet","88 Madison Ave","",""
"Manually Added- Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","September 20, 2025","Spectrum","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958","-26.93","Operating Expenses","Utilities","Phone, Cable & Internet","90 Madison Ave","",""
"Manually Added- Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","September 20, 2025","Spectrum","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958","-26.93","Operating Expenses","Utilities","Phone, Cable & Internet","84 Madison Ave","",""
"Manually Added- Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","September 20, 2025","Spectrum","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958","-26.93","Operating Expenses","Utilities","Phone, Cable & Internet","86 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","September 20, 2025","CORPORATE FILINGS LLC","Purchase from CORPORATE FILINGS LLC  |  Address: 855-344-2677, WY, US  |  **4225","-35","Operating Expenses","Legal & Other Professional Fees","Legal Fees","804 S Quitman St","",""
"Lofty Holding 1432 Sara Avenue DAO LLC-1432 Sara Ave Operations-7012","September 20, 2025","Ecosystems Asset Recovery Lending DAO LLC  |  INTERNAL_TRANSFER","Ecosystems Asset Recovery Lending DAO LLC  |  INTERNAL_TRANSFER","51.63","Transfers & Other","Transfers Between Accounts","General Transfers & Other","1432 Sara Ave.","","EARLDAO Loan"
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","September 20, 2025","Starlink","Starlink, Starlink, Hawthorne, CA, US  |  **7248","-65","Operating Expenses","Utilities","Phone, Cable & Internet","22164 Umland Circle","",""
"Poodle LFTY0452 DAO LLC - 85-104 Alawa-85-104 Alawa Pl Operations-1176","September 20, 2025","HANDYMEN OAHU","Purchase from HANDYMEN OAHU  |  Address: PEARL CITY, HI, US  |  **2123","-162.05","Operating Expenses","Repairs","Door & Window Repairs","85-104 Alawa Pl","",""
"Poodle LFTY0452 DAO LLC - 85-104 Alawa-85-104 Alawa Pl Operations-1176","September 20, 2025","CORPORATE FILINGS LLC","Purchase from CORPORATE FILINGS LLC  |  Address: 888-4072122, WY, US  |  **2123","-49","Operating Expenses","Legal & Other Professional Fees","Legal Fees","85-104 Alawa Pl","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","September 19, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-192.3","Operating Expenses","Management Fees","Property Management"," 8143 S Sangamon St.","","PM Fees September 10 percent"
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","September 19, 2025","THE HOME DEPOT #","Purchase from THE HOME DEPOT #  |  Address: RENSSELAER, NY, US  |  **1539","-35.96","Operating Expenses","Repairs","Repairs Supplies","90 Madison Ave","",""
"Poodle LFTY0452 DAO LLC - 85-104 Alawa-85-104 Alawa Pl Operations-1176","September 19, 2025","HANDYMEN OAHU","Purchase from HANDYMEN OAHU  |  Address: PEARL CITY, HI, US  |  **2123","-162.06","Operating Expenses","Repairs","Door & Window Repairs","85-104 Alawa Pl","",""
"ECO Systems, LLC-ECO Systems Operations-2624","September 19, 2025","VENMO *Autumn Deeb","VENMO *Autumn Deeb, Visa Direct, NY, US  |  **4225","-830","Transfers & Other","Security Deposits","General Transfers & Other","724 3rd Ave","",""
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","September 19, 2025","Walmart.com","Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **4091","-42.99","Operating Expenses","Supplies","General Operating Expenses","90 Madison Ave","","6.5x5' Area Rug + Dishwasher Pods"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","September 19, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  F3XCKQ57SL","406.17","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Poodle LFTY0452 DAO LLC - 85-104 Alawa-85-104 Alawa Pl Operations-1176","September 19, 2025","AGP*BTPROPANE","Return from AGP*BTPROPANE  |  Address: 610-337-7000, PA, US  |  **7416","571.36","Transfers & Other","Other","General Transfers & Other","85-104 Alawa Pl","","Refund Aug 2nd"
"Poodle LFTY0452 DAO LLC - 85-104 Alawa-85-104 Alawa Pl Operations-1176","September 19, 2025","AGP*BTPROPANE","Return from AGP*BTPROPANE  |  Address: 610-337-7000, PA, US  |  **7416","539.41","Operating Expenses","Utilities","Gas","85-104 Alawa Pl","","Refund Aug 2nd"
"ECO Systems, LLC-ECO Systems Operations-2624","September 18, 2025","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","1000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Transfer to Chase for Zelle to Elevated Home Remodeling for ADU siding 8380"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","September 18, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-1000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Transfer to Chase for Zelle to Elevated Home Remodeling for ADU siding 8380"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","September 18, 2025","Withdraw at CVS STORE #1-C51, 3740 SHERIDAN BLVD  |  Address: DENVER, CO, US  |  **6267","Withdraw at CVS STORE #1-C51, 3740 SHERIDAN BLVD  |  Address: DENVER, CO, US  |  **6267","-100","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Transfer to Chase for Zelle to Elevated Home Remodeling for ADU siding 8380"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","September 18, 2025","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","-1000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Transfer to Chase for Zelle to Elevated Home Remodeling for ADU siding 8380"
"Earl Vanze Co-Faraday Rentals-4078","September 18, 2025","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","1000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Transfer to Chase for Zelle to Elevated Home Remodeling for ADU siding 8380"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","September 18, 2025","Withdraw at CVS STORE #1-C51, 3740 SHERIDAN BLVD  |  Address: DENVER, CO, US  |  **6267","Withdraw at CVS STORE #1-C51, 3740 SHERIDAN BLVD  |  Address: DENVER, CO, US  |  **6267","-300","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Transfer to Chase for Zelle to Elevated Home Remodeling for ADU siding 8380"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","September 18, 2025","Withdraw at CVS STORE #1-C51, 3740 SHERIDAN BLVD  |  Address: DENVER, CO, US  |  **6267","Withdraw at CVS STORE #1-C51, 3740 SHERIDAN BLVD  |  Address: DENVER, CO, US  |  **6267","-300","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Transfer to Chase for Zelle to Elevated Home Remodeling for ADU siding 8380"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","September 18, 2025","Withdraw at CVS STORE #1-C51, 3740 SHERIDAN BLVD  |  Address: DENVER, CO, US  |  **6267","Withdraw at CVS STORE #1-C51, 3740 SHERIDAN BLVD  |  Address: DENVER, CO, US  |  **6267","-300","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Transfer to Chase for Zelle to Elevated Home Remodeling for ADU siding 8380"
