Account,Date,Merchant,Description,Amount,Type,Category,Sub-category,Property,Unit,Notes
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 05, 2026",UPS*1Z0P3T5L0320021418,"Purchase from UPS*1Z0P3T5L0320021418  |  Address: 800-811-1648, GA, US  |  **3700",-10.51,,,,86 Madison Ave,,
LOFTY HOLDING 5541 S PEORIA STREET DAO LLC-5541 S Peoria St Operations-9125,"March 04, 2026",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: CHICAGO, IL, US  |  **1341",-39.12,Operating Expenses,Supplies,,5541 S Peoria St,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"March 04, 2026",LOWE'S #1973,"Purchase from LOWE'S #1973  |  Address: COLONIE, NY, US  |  **1599",-82.05,Operating Expenses,Repairs,,724 3rd Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2026",Spectrum,"Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6683",-60.7,,,,27 Pillar Ln,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  JCZQON4LFB,66.18,,,,88 Madison Ave,,
Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119,"March 04, 2026",STRIPE,STRIPE  |  2CPWX1:REN,1359,,,, 8143 S Sangamon St.,,
"ECO Systems, LLC-Hemlane Operations-4420","March 04, 2026",STRIPE,STRIPE  |  YQL6BY:REN,285.3,,,,10724 Gooding Ave,,x
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  4OEB25EZEV,191.14,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 04, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  4OEB25EZEV,336.82,,,,90 Madison Ave,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"March 04, 2026",Baselane,Baselane  |  Rent#1Ozot,1540,,,,326 South Alcott Street,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"March 04, 2026",Baselane,Baselane  |  Rent#pVWhm,1500,,,,326 South Alcott Street,,
LOFTY HOLDING 5541 S PEORIA STREET DAO LLC-5541 S Peoria St Operations-9125,"March 04, 2026",STRIPE,STRIPE  |  GX370G:REN,1215,,,,5541 S Peoria St,,
Lofty Holding 918 Frederick Boulevard DAO LLC-918 Frederick Blvd Operations-8495,"March 04, 2026",STRIPE,STRIPE  |  NSY4BW:REN,630.5,,,,918 Frederick Blvd,,
"ECO Systems, LLC-Hemlane Operations-4420","March 04, 2026",STRIPE,STRIPE  |  2KKCBG:REN,463.25,,,,428 Cross St.,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"March 04, 2026",Baselane,Baselane  |  Rent#L20zt,1500,,,,326 South Alcott Street,,
LOFTY HOLDING 5541 S PEORIA STREET DAO LLC-5541 S Peoria St Operations-9125,"March 04, 2026",ComEd,ComEd  |  PAYMENTS,-22.93,,,,5541 S Peoria St,,
Lofty Holding 428 Cross Street DAO LLC-428 Cross St Operations-5461,"March 04, 2026",STRIPE,STRIPE  |  798CZW:REN,721.65,,,,428 Cross St.,,
Lofty Holding 1518 Dille Road DAO LLC-1518 Dille Rd Operations-9343,"March 04, 2026",EDI DISB-AFTS,EDI DISB-AFTS  |  Web Pay,223.9,Property Transactions,Mortgage Disbursements Received,,1258 Lily St,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2026",VENMO *Yasbeth Salinas,"VENMO *Yasbeth Salinas, Visa Direct, NY, US  |  **4225",-380,,,,22164 Umland Circle,,Feb 16th Cleaning and Trash Removal
"ECO Systems, LLC-ECO Systems Operations-2624","March 04, 2026",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **4225",-845,,,,84 Madison Ave,,Jazmine Cleaning & Painting 1/10-3/1/26
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 04, 2026",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **4164",-325,Operating Expenses,Repairs,,86 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 04, 2026",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **4164",-650,Operating Expenses,Repairs,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2026",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **0745",-65,Operating Expenses,Repairs,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2026",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **0745",-80,Operating Expenses,Repairs,,88 Madison Ave,,
Poodle LFTY0452 DAO LLC-85-104 Alawa Pl Operations-1176,"March 04, 2026",ABSOLUTE TERMITE,"Purchase from ABSOLUTE TERMITE  |  Address: KAPOLEI, HI, US  |  **7398",-99.48,,,,85-104 Alawa Pl,,
Lofty Holding 1432 Sara Avenue DAO LLC-1432 Sara Ave Operations-7012,"March 04, 2026",EPCON LANE,"Purchase from EPCON LANE  |  Address: 330-724-2473, OH, US  |  **9486",-159.06,,,,428 Cross St.,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 04, 2026",WALMART.COM 8009,"Purchase from WALMART.COM 8009  |  Address: BENTONVILLE, AR, US  |  **2577",-43.15,Operating Expenses,Supplies,,88 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 03, 2026",VENMO *Alirio Aramis Le,"VENMO *Alirio Aramis Le, Visa Direct, NY, US  |  **4225",-1000,Operating Expenses,Repairs,,326 South Alcott Street,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"March 03, 2026",LOWES #01973*,"Return from LOWES #01973*  |  Address: COLONIE, NY, US  |  **1599",23.27,,,,724 3rd Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 03, 2026",CASH APP*JAZMINE MONEY,"CASH APP*JAZMINE MONEY, Oakland, CA, US  |  **0745",-40,,,,88 Madison Ave,,1/26 turnover
"ECO Systems, LLC-ECO Systems Operations-2624","March 03, 2026",CASH APP*JAZMINE MONEY,"CASH APP*JAZMINE MONEY, Oakland, CA, US  |  **4225",-60,,,,84 Madison Ave,,1/26 turnover
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"March 03, 2026",ROCKET MORTGAGE,ROCKET MORTGAGE  |  LOAN |  0919339,-2700,Loan Payments & Capex,Mortgage Payments,,804 S Quitman St,,
Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC-Lofty Holding 7542 & 7656 S Colfax Ave Operations-9094,"March 03, 2026",CHGO DOB PAYMENT,CHGO DOB PAYMENT  |  PURCHASE |  928,-30,,,,7542 S Colfax Ave,,Vacant Building Registration
Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119,"March 03, 2026",CTYCHGO CHIPAY A,CTYCHGO CHIPAY A  |  PURCHASE |  943,-600,,,, 8143 S Sangamon St.,,Fine for overgrawn lawn 9/12/25
Lofty Holding 1432 Sara Avenue DAO LLC-1432 Sara Ave Operations-7012,"March 03, 2026",STRIPE,STRIPE  |  5PD25C:REP,22.5,,,,1432 Sara Ave.,,
Beagle LFTY0454 DAO LLC-22164 Umland Circle Operations-4909,"March 03, 2026",AIRBNB 4977,AIRBNB 4977  |  AIRBNB,80.69,,,,22164 Umland Circle,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 03, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  HGXLGWEAFP,980.28,,,,88 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 03, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  HGXLGWEAFP,2293.32,,,,84 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 03, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  HGXLGWEAFP,1848.77,,,,86 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 03, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  4PN32OB3ZJ,362.51,,,,86 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 03, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  4PN32OB3ZJ,143.65,,,,90 Madison Ave,,
"ECO Systems, LLC-STR Operations-0927","March 03, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  DMU3WON66F,205.64,,,,27 Pillar Ln,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 03, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  DMU3WON66F,290.71,,,,84 Madison Ave,,
"ECO Systems, LLC-STR Operations-0927","March 03, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  RPQ7V4H24K,557.02,,,,27 Pillar Ln,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"March 03, 2026",STRIPE,STRIPE  |  174JVX:REN,997.5,,,,724 3rd Ave,,
Lofty Holding 1432 Sara Avenue DAO LLC-1432 Sara Ave Operations-7012,"March 03, 2026",STRIPE,STRIPE  |  5PDBKV:REN,1035,,,,1432 Sara Ave.,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 03, 2026",VRBO,VRBO  |  PAYMENT,360.96,,,,88 Madison Ave,,
Poodle LFTY0452 DAO LLC-85-104 Alawa Pl Operations-1176,"March 03, 2026","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",4000,Transfers & Other,Transfers Between Accounts,,85-104 Alawa Pl,,For mortgage payment
"ECO Systems, LLC-ECO Systems Operations-2624","March 03, 2026",Poodle LFTY0452 DAO LLC  |  INTERNAL_TRANSFER,Poodle LFTY0452 DAO LLC  |  INTERNAL_TRANSFER,-4000,Transfers & Other,Transfers Between Accounts,,85-104 Alawa Pl,,For mortgage payment
"ECO Systems, LLC-ECO Systems Operations-2624","March 03, 2026",PUBLIC STORAGE 07103,"Purchase from PUBLIC STORAGE 07103  |  Address: 800-567-0759, MO, US  |  **4225",-209,,,,3560 Saint Albans Rd,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 03, 2026",AMAZON MKTPL*BP2SN9Z42,"Purchase from AMAZON MKTPL*BP2SN9Z42  |  Address: Amzn.com/bill, WA, US  |  **6683",-111.93,Operating Expenses,Supplies,,27 Pillar Ln,,Beddings
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"March 03, 2026",CITYOFDENVERWAST,"Purchase from CITYOFDENVERWAST  |  Address: 720-913-1311, CO, US  |  **4190",-27,Operating Expenses,Utilities,,804 S Quitman St,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 03, 2026",AMAZON MKTPL*BP8LE7FC2,"Purchase from AMAZON MKTPL*BP8LE7FC2  |  Address: Amzn.com/bill, WA, US  |  **4225",-191.5,Operating Expenses,Supplies,,27 Pillar Ln,,Keypad Door Knobs x5
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 02, 2026","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958 #4","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958",-38.85,,,,90 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 02, 2026","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958 #3","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958",-38.85,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 02, 2026","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958 #2","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958",-38.85,,,,86 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 02, 2026","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958 #1","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958",-38.85,,,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 02, 2026",FLAGLER COUNTY  |  TAX COLL. #2,FLAGLER COUNTY  |  TAX COLL.,-5291.03,,,,27 Pillar Ln,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 02, 2026",FLAGLER COUNTY  |  TAX COLL. #1,FLAGLER COUNTY  |  TAX COLL.,-4885.62,,,,49 Bannbury Ln,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"March 02, 2026",Harbor Freight T,"Purchase from Harbor Freight T  |  Address: Troy, NY, US  |  **1599",-71.18,Operating Expenses,Supplies,,724 3rd Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 02, 2026",CASH APP*IHAR TARASIUK,"CASH APP*IHAR TARASIUK, Oakland, CA, US  |  **4225",-330,Operating Expenses,Other Operating Expenses,,27 Pillar Ln,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 02, 2026",VRBO,VRBO  |  PAYMENT,695.93,,,,88 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 02, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  PS2T45KEFW,364.91,,,,84 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 02, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  PS2T45KEFW,372.51,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 02, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  PS2T45KEFW,199.44,,,,90 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 02, 2026",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  PS2T45KEFW,576.73,,,,86 Madison Ave,,
LOFTY HOLDING 5541 S PEORIA STREET DAO LLC-5541 S Peoria St Operations-9125,"March 02, 2026",071915580,071915580  |  HARRIS ACH,1140,Revenue,Fees & Other Revenue,,5541 S Peoria St,,
"ECO Systems, LLC-Hemlane Operations-4420","March 02, 2026",STRIPE,STRIPE  |  YXTQYW:REN,1665,,,,49 Bannbury Ln,,
"ECO Systems, LLC-Hemlane Operations-4420","March 02, 2026",STRIPE,STRIPE  |  YXT6JS:REN,1035,,,,49 Bannbury Ln,,
Lofty Holding 1518 Dille Road DAO LLC-1518 Dille Rd Operations-9343,"March 02, 2026",STRIPE,STRIPE  |  98NRBR:REN,371.68,,,,1518 Dille Rd,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 02, 2026",AMAZON MKTPL*BE8KF94K1,"Purchase from AMAZON MKTPL*BE8KF94K1  |  Address: Amzn.com/bill, WA, US  |  **6683",-298.4,Operating Expenses,Supplies,,27 Pillar Ln,,Beddings
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 02, 2026",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **2339",-290,Transfers & Other,Transfers Between Accounts,,90 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 02, 2026",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **2339",-770,Non-Property Expense,Non-Property Expense,,90 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"March 02, 2026",AMAZON MKTPL*B93ZO6590,"Purchase from AMAZON MKTPL*B93ZO6590  |  Address: Amzn.com/bill, WA, US  |  **3700",-25.91,Operating Expenses,Supplies,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 02, 2026",Amazon.com*B900D75D0,"Purchase from Amazon.com*B900D75D0  |  Address: Amzn.com/bill, WA, US  |  **2577",-6.12,Operating Expenses,Supplies,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"March 02, 2026",AMAZON MKTPL*B97LR1590,"Purchase from AMAZON MKTPL*B97LR1590  |  Address: Amzn.com/bill, WA, US  |  **2577",-61.59,Operating Expenses,Supplies,,88 Madison Ave,,
Lofty Holding 7542 & 7656 S Colfax Avenue DAO LLC-7542 & 7656 S Colfax Ave Reserves-1057,"March 01, 2026",Interest February 2026,Interest February 2026,359.75,,,,7542 S Colfax Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 01, 2026",SMITH HOKE PLLC,"Purchase from SMITH HOKE PLLC  |  Address: LATHAM, NY, US  |  **5487",-225,Operating Expenses,Legal & Other Professional Fees,,84 Madison Ave,,
Beagle LFTY0454 DAO LLC-22164 Umland Circle Operations-4909,"March 01, 2026",FRONTIER COMM CORP WEB,"Purchase from FRONTIER COMM CORP WEB  |  Address: WWW.FRONTIER., CT, US  |  **7248",-104.12,Operating Expenses,Utilities,,22164 Umland Circle,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 01, 2026",AMAZON MKTPL*B97OK0WN1,"Purchase from AMAZON MKTPL*B97OK0WN1  |  Address: Amzn.com/bill, WA, US  |  **4091",-28.07,Operating Expenses,Supplies,,90 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"March 01, 2026",AMAZON MKTPL*BE8I75742,"Purchase from AMAZON MKTPL*BE8I75742  |  Address: Amzn.com/bill, WA, US  |  **4091",-10.79,Operating Expenses,Supplies,,90 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 01, 2026",AMAZON MKTPL*B97NU8160,"Purchase from AMAZON MKTPL*B97NU8160  |  Address: Amzn.com/bill, WA, US  |  **5487",-32.66,Operating Expenses,Supplies,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"March 01, 2026",WF *WAYFAIR45852,"Purchase from WF *WAYFAIR45852  |  Address: Boston, MA, US  |  **5487",-75.59,Operating Expenses,Supplies,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 01, 2026",OSC - RISK SECURE,"Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **4225",-106.23,,,,12028 Wade Park Ave,,
"ECO Systems, LLC-Aligned Operations-5957","March 01, 2026",OSC - RISK SECURE,"Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **6736",-80.85,,,,11400 Linnet Ave,,
Lofty Holding 566 Nash Street DAO LLC-566 Nash St Operations-1505,"March 01, 2026",OSC - RISK SECURE,"Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **3239",-125.82,,,,566 Nash St,,
Lofty Holding 918 Frederick Boulevard DAO LLC-918 Frederick Blvd Operations-8495,"March 01, 2026",OSC - RISK SECURE,"Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **4573",-102.64,,,,918 Frederick Blvd,,
"ECO Systems, LLC-917 Pawnee Ave Operations-6731","March 01, 2026",OSC - RISK SECURE,"Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **4639",-75.25,,,,917 Pawnee Ave,,Pawnee Insurance
"ECO Systems, LLC-ECO Systems Operations-2624","March 01, 2026",OSC - RISK SECURE,"Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **4225",-31.95,,,,13806 Coit Rd,,
Lofty Holding 1518 Dille Road DAO LLC-1518 Dille Rd Operations-9343,"March 01, 2026",OSC - RISK SECURE,"Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **0827",-26.31,,,,1258 Lily St,,
"ECO Systems, LLC-ECO Systems Operations-2624","March 01, 2026",AMAZON MKTPL*B978W1I71,"Purchase from AMAZON MKTPL*B978W1I71  |  Address: Amzn.com/bill, WA, US  |  **6683",-563.38,,,,27 Pillar Ln,,Kitchen and Bath Furnishings
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2026","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #8","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-50.8,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2026","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #7","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-67.72,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2026","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #6","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-33.86,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2026","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #5","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-33.86,,,,84 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2026","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #4","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-16.94,,,,9 Country Club Ln N,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2026","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #3","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-16.94,,,,22 W Main St,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2026","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #2","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-16.94,,,,27 Pillar Ln,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2026","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #1","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-16.94,,,,22164 Umland Circle,,
"ECO Systems, LLC-ECO Systems Operations-2624","February 28, 2026",VENMO *Alirio Aramis Le,"VENMO *Alirio Aramis Le, Visa Direct, NY, US  |  **4225",-1000,Operating Expenses,Repairs,,326 South Alcott Street,,
ZEBRA LFTY0476 DAO LLC-9 Country Club Ln Operations-0716,"February 28, 2026",Stone Manor Hospitality LLC  |  TRANSFER_O,Stone Manor Hospitality LLC  |  TRANSFER_O,-400,,,,9 Country Club Ln N,,Cleaning fee for 2/20 booking
ZEBRA LFTY0476 DAO LLC-9 Country Club Ln Operations-0716,"February 28, 2026",Stone Manor Hospitality LLC  |  TRANSFER_O,Stone Manor Hospitality LLC  |  TRANSFER_O,-262.45,,,,9 Country Club Ln N,,Mount Pleasant Tax Payment
ZEBRA LFTY0476 DAO LLC-9 Country Club Ln Operations-0716,"February 28, 2026",Stone Manor Hospitality LLC  |  TRANSFER_O,Stone Manor Hospitality LLC  |  TRANSFER_O,-262.45,Loan Payments & Capex,Other Loan Payments,,9 Country Club Ln N,,Solar Loan Payment - NBT Bank February 2026
ZEBRA LFTY0476 DAO LLC-9 Country Club Ln Operations-0716,"February 28, 2026",Stone Manor Hospitality LLC  |  TRANSFER_O,Stone Manor Hospitality LLC  |  TRANSFER_O,-311.5,,,,9 Country Club Ln N,,Verizon Fios Bill December 2025
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 28, 2026",HULU,"HULU, HULU, SANTA MONICA, CA, US  |  **3073",-12.99,,,,88 Madison Ave,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"February 28, 2026",LOWES #01973*,"Return from LOWES #01973*  |  Address: COLONIE, NY, US  |  **1599",316.54,,,,724 3rd Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","February 28, 2026",OSC - RISK SECURE,"Purchase from OSC - RISK SECURE  |  Address: KENNESAW, GA, US  |  **4225",-399.52,,,,10724 Gooding Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","February 27, 2026","ECO Systems, LLC  |  INTERNAL_TRANSFER #1","ECO Systems, LLC  |  INTERNAL_TRANSFER",-42,Loan Payments & Capex,Other Loan Interest Payments,,EARLDAO,,
"ECO Systems, LLC-Aligned Operations-5957","February 27, 2026",EARLDAO Loan Interest Sept 2025 to Feb 2026,"ECO Systems, LLC  |  INTERNAL_TRANSFER",42,,,,3905 E 189th St,,$700 EARLDAO Loan Interest
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 27, 2026",ARCADIA,"Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **9445",-172.32,,,,90 Madison Ave,,
Lofty Holding 566 Nash Street DAO LLC-566 Nash St Operations-1505,"February 27, 2026",Lofty Holding 566 Nash Street DAO LLC  |  INTERNAL_TRANSFER,Lofty Holding 566 Nash Street DAO LLC  |  INTERNAL_TRANSFER,-1000,Transfers & Other,Transfers Between Accounts,,566 Nash St,,
Lofty Holding 566 Nash Street DAO LLC-566 Security Deposits-2792,"February 27, 2026",Lofty Holding 566 Nash Street DAO LLC  |  INTERNAL_TRANSFER,Lofty Holding 566 Nash Street DAO LLC  |  INTERNAL_TRANSFER,1000,Transfers & Other,Transfers Between Accounts,,566 Nash St,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 27, 2026",Lofty Holding 1039 Mt Vernon Road DAO LLC  |  TRANSFER_O,Lofty Holding 1039 Mt Vernon Road DAO LLC  |  TRANSFER_O,-260.1,Loan Payments & Capex,Other Loan Interest Payments,,804 S Quitman St,,70k Loan Outstanding Interest through 3/1/26
